ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1729906456,letgo.com,2008,Ford,TRANSIT,320000,Dizel,Manuel,315000,gercek,scrape_edilmis
1729707062,letgo.com,2010,Chevrolet,AVEO,218000,Benzin,Manuel,309000,gercek,scrape_edilmis
1729512746,letgo.com,1989,Tofas,KARTAL,200000,Benzin,Manuel,100000,gercek,scrape_edilmis
1725639488,letgo.com,2022,Ford,TOURNEOCOURIERJOURNEY1.5TDCI100,105000,Dizel,Manuel,600000,gercek,scrape_edilmis
1725772735,letgo.com,2008,Fiat,DOBLO,502,Dizel,Manuel,188000,gercek,scrape_edilmis
1729504302,letgo.com,2021,Ford,FOCUS,106000,Dizel,Otomatik,1450000,gercek,scrape_edilmis
1729780421,letgo.com,2025,Peugeot,2008,47000,Benzin,Otomatik,1835000,gercek,scrape_edilmis
1729945399,letgo.com,2023,Toyota,COROLLA,11500,Benzin,Otomatik,1750000,gercek,scrape_edilmis
1729491370,letgo.com,2001,Renault,CLIO,197500,Benzin,Manuel,264000,gercek,scrape_edilmis
1729756378,letgo.com,2012,Kia,CEED,352000,Dizel,Manuel,420000,gercek,scrape_edilmis
1729993411,letgo.com,2021,Fiat,FIORINO,68000,Benzin,Manuel,669000,gercek,scrape_edilmis
1729488754,letgo.com,2011,Hyundai,ACCENT,965000,Benzin,Manuel,285000,gercek,scrape_edilmis
1729480552,letgo.com,2004,Peugeot,307,328000,Benzin,Manuel,320000,gercek,scrape_edilmis
1729471905,letgo.com,1996,BMW,316i,265000,Benzin,Manuel,151500,gercek,scrape_edilmis
1729468632,letgo.com,2018,Volkswagen,PASSAT,84000,Benzin,Manuel,1550000,gercek,scrape_edilmis
1729428695,letgo.com,2013,Fiat,LINEA,224000,Benzin,Manuel,470000,gercek,scrape_edilmis
1722523272,letgo.com,2004,Opel,ASTRA,217000,Benzin,Manuel,410000,gercek,scrape_edilmis
985363718,letgo.com,2022,Honda,CITY,14500,Benzin,Otomatik,1525000,gercek,scrape_edilmis
1729401643,letgo.com,2001,Renault,CLIO,238400,Benzin,Manuel,350000,gercek,scrape_edilmis
1729750211,letgo.com,2023,Renault,CLIO,88000,Benzin,Otomatik,1129950,gercek,scrape_edilmis
1729750096,letgo.com,2022,Alfa Romeo,GIULIA,18000,Benzin,Otomatik,3950000,gercek,scrape_edilmis
1729393528,letgo.com,1999,Volkswagen,POLO,157210,Benzin,Otomatik,355000,gercek,scrape_edilmis
1726069901,letgo.com,2003,Citroen,C5,385000,Dizel,Otomatik,225000,gercek,scrape_edilmis
1729371789,letgo.com,2011,Suzuki,SX4,158000,Benzin,Otomatik,590000,gercek,scrape_edilmis
1729748538,letgo.com,2014,Volkswagen,JETTA,182000,Dizel,Otomatik,1170000,gercek,scrape_edilmis
1726135158,letgo.com,2007,Fiat,DOBLO,146000,Dizel,Manuel,230000,gercek,scrape_edilmis
1729368415,letgo.com,2012,Volkswagen,TIGUAN,256000,Benzin,Manuel,750000,gercek,scrape_edilmis
1729899812,letgo.com,2009,Ford,TRANSIT,240000,Dizel,Manuel,490000,gercek,scrape_edilmis
1729792420,letgo.com,2023,Renault,MEGANE,82000,Benzin,Otomatik,1595000,gercek,scrape_edilmis
1729357854,letgo.com,2020,Fiat,DOBLO,134000,Dizel,Manuel,450000,gercek,scrape_edilmis
1729914813,letgo.com,1997,Mitsubishi,L300,300000,Dizel,Manuel,120000,gercek,scrape_edilmis
1729765381,letgo.com,2020,Fiat,DOBLO,198000,Dizel,Manuel,445000,gercek,scrape_edilmis
1729349561,letgo.com,1998,Toyota,COROLLA,345000,Benzin,Manuel,280000,gercek,scrape_edilmis
1730314370,letgo.com,2014,Fiat,DOBLO,214000,Dizel,Manuel,315000,gercek,scrape_edilmis
1719068897,letgo.com,2000,Renault,MEGANE,317000,Benzin,Manuel,335000,gercek,scrape_edilmis
1729341905,letgo.com,2010,Fiat,DOBLO,475000,Dizel,Manuel,320000,gercek,scrape_edilmis
1721216998,letgo.com,2010,Fiat,FIORINO,402000,Dizel,Manuel,270100,gercek,scrape_edilmis
1714345349,letgo.com,2006,Ford,TRANSIT,185000,Dizel,Manuel,275000,gercek,scrape_edilmis
1729333535,letgo.com,1996,Renault,19,241000,Benzin,Manuel,187000,gercek,scrape_edilmis
1729332072,letgo.com,1996,Opel,VECTRA,507000,Benzin,Manuel,225000,gercek,scrape_edilmis
1729321062,letgo.com,1998,Fiat,UNO,287564,Benzin,Manuel,180000,gercek,scrape_edilmis
1729306846,letgo.com,2007,Kia,CERATO,280000,Dizel,Manuel,380000,gercek,scrape_edilmis
1726351815,letgo.com,2016,Fiat,EGEA,203000,Dizel,Otomatik,695000,gercek,scrape_edilmis
1730124967,letgo.com,1995,Tofas,SAHIN,8000,Benzin,Manuel,90000,gercek,scrape_edilmis
1729304313,letgo.com,2006,Audi,A3,392000,Dizel,Manuel,530000,gercek,scrape_edilmis
1729803750,letgo.com,2007,Volkswagen,PASSAT,323,Dizel,Otomatik,445000,gercek,scrape_edilmis
1727888589,letgo.com,2014,Toyota,COROLLA,158000,Dizel,Otomatik,1000000,gercek,scrape_edilmis
1729299783,letgo.com,2015,Hyundai,i30,153000,Dizel,Manuel,965000,gercek,scrape_edilmis
1720940852,letgo.com,2008,Ford,MONDEO,220000,Benzin,Manuel,630000,gercek,scrape_edilmis
1729921378,letgo.com,2014,Renault,FLUENCE,245000,Dizel,Otomatik,639000,gercek,scrape_edilmis
1729296413,letgo.com,2011,Hyundai,GETZ,104000,Benzin,Otomatik,585000,gercek,scrape_edilmis
1730160575,letgo.com,2016,Renault,TRAFIC,248000,Dizel,Manuel,575000,gercek,scrape_edilmis
1730329581,letgo.com,2017,Fiat,LINEA,850000,Dizel,Manuel,900000,gercek,scrape_edilmis
1729282864,letgo.com,2014,Skoda,OCTAVIA,310000,Dizel,Otomatik,800000,gercek,scrape_edilmis
1729800060,letgo.com,2012,Opel,CORSA,135000,Dizel,Manuel,600000,gercek,scrape_edilmis
1729696779,letgo.com,2011,Kia,CEED,222000,Dizel,Manuel,545000,gercek,scrape_edilmis
1729269021,letgo.com,1991,Tofas,SAHIN,48000,Benzin,Manuel,125000,gercek,scrape_edilmis
1729740517,letgo.com,2012,Fiat,FIORINO,310000,Dizel,Manuel,290000,gercek,scrape_edilmis
1710767656,letgo.com,2016,Renault,MEGANE,169500,Dizel,Manuel,1140000,gercek,scrape_edilmis
1729266626,letgo.com,1996,Opel,VECTRA,267000,Benzin,Manuel,260000,gercek,scrape_edilmis
1729679661,letgo.com,2015,Volkswagen,POLO,206000,Dizel,Otomatik,805000,gercek,scrape_edilmis
1729843362,letgo.com,2007,BMW,316i,320000,Benzin,Manuel,550000,gercek,scrape_edilmis
1729258438,letgo.com,2012,Ford,FIESTA,166000,Dizel,Manuel,565000,gercek,scrape_edilmis
1729255326,letgo.com,2011,Hyundai,i20,309000,Dizel,Manuel,400000,gercek,scrape_edilmis
1729232514,letgo.com,2003,Fiat,MAREA,274000,Benzin,Manuel,228750,gercek,scrape_edilmis
1729206811,letgo.com,2005,Hyundai,ACCENT,280000,Benzin,Manuel,300000,gercek,scrape_edilmis
1729202830,letgo.com,2010,Renault,MEGANE,223000,Dizel,Manuel,539000,gercek,scrape_edilmis
1717903304,letgo.com,2005,Fiat,PANDA,119307,Benzin,Manuel,370000,gercek,scrape_edilmis
1730185443,letgo.com,2005,Ford,FOCUS,237000,Dizel,Manuel,485000,gercek,scrape_edilmis
1729182980,letgo.com,2011,Honda,CIVIC,306000,Benzin,Otomatik,790000,gercek,scrape_edilmis
1729710560,letgo.com,2014,Fiat,LINEA,150000,Dizel,Manuel,560000,gercek,scrape_edilmis
1720898928,letgo.com,2007,Fiat,DOBLO,352000,Dizel,Manuel,315000,gercek,scrape_edilmis
1729181924,letgo.com,2017,Opel,INSIGNIA,113000,Dizel,Otomatik,1350000,gercek,scrape_edilmis
1729983434,letgo.com,2013,Renault,FLUENCE,247000,Dizel,Otomatik,585000,gercek,scrape_edilmis
1730345034,letgo.com,2025,Peugeot,2008,6100,Benzin,Otomatik,2185000,gercek,scrape_edilmis
1729169675,letgo.com,2012,Renault,MEGANE,248895,Dizel,Otomatik,525000,gercek,scrape_edilmis
1729770645,letgo.com,2022,Fiat,EGEA,90300,Dizel,Manuel,980000,gercek,scrape_edilmis
1729710139,letgo.com,2009,Renault,MEGANE,323000,Dizel,Otomatik,410000,gercek,scrape_edilmis
1729166669,letgo.com,2016,Ford,MONDEO,182000,Benzin,Otomatik,1100000,gercek,scrape_edilmis
1700174624,letgo.com,2006,Chevrolet,KALOS,212430,Benzin,Manuel,325000,gercek,scrape_edilmis
1729758816,letgo.com,2003,Peugeot,307,366000,Dizel,Manuel,295000,gercek,scrape_edilmis
1729162929,letgo.com,1993,Skoda,FELICIA,250000,Benzin,Manuel,95000,gercek,scrape_edilmis
1730029961,letgo.com,2025,Nissan,QASHQAI,850,Benzin,Otomatik,310000,gercek,scrape_edilmis
1729691289,letgo.com,1993,Suzuki,VITARA,75000,Benzin,Manuel,535000,gercek,scrape_edilmis
1729158350,letgo.com,1987,Mercedes,V300D,230000,Dizel,Otomatik,300000,gercek,scrape_edilmis
1729757625,letgo.com,2013,Renault,CLIO,141000,Dizel,Manuel,815000,gercek,scrape_edilmis
1676438753,letgo.com,1998,Renault,TWINGO,180000,Benzin,Manuel,175000,gercek,scrape_edilmis
1729151694,letgo.com,2010,Peugeot,BIPPER,208000,Dizel,Otomatik,420000,gercek,scrape_edilmis
1729148620,letgo.com,2005,Hyundai,TUCSON,319000,Benzin,Otomatik,420000,gercek,scrape_edilmis
1729139728,letgo.com,2015,BMW,320i,158500,Benzin,Otomatik,1710000,gercek,scrape_edilmis
1729136145,letgo.com,1995,Tofas,SAHIN,100000,Benzin,Manuel,135000,gercek,scrape_edilmis
1729135013,letgo.com,2004,Chevrolet,LACETTI,265000,Benzin,Manuel,299999,gercek,scrape_edilmis
1708371569,letgo.com,2013,BMW,320D,285000,Dizel,Otomatik,1350000,gercek,scrape_edilmis
1693297533,letgo.com,2006,Peugeot,307,210000,Dizel,Manuel,425000,gercek,scrape_edilmis
1729134800,letgo.com,2006,Ford,FIESTA,246500,Dizel,Manuel,365000,gercek,scrape_edilmis
1722183710,letgo.com,2005,Renault,MEGANE,244000,Dizel,Manuel,475000,gercek,scrape_edilmis
1730247059,letgo.com,2012,Opel,ASTRA,113,Benzin,Otomatik,765000,gercek,scrape_edilmis
1729131141,letgo.com,2005,Citroen,XSARA,261000,Dizel,Manuel,230000,gercek,scrape_edilmis
1729911774,letgo.com,2016,Renault,CAPTUR,80000,Dizel,Otomatik,1150000,gercek,scrape_edilmis
1720878950,letgo.com,1994,Tofas,SAHIN,150000,Benzin,Manuel,142500,gercek,scrape_edilmis
1729129627,letgo.com,1996,Alfa Romeo,145,331000,Benzin,Manuel,210000,gercek,scrape_edilmis
1729874371,letgo.com,2023,Citroen,C3,62500,Benzin,Manuel,844900,gercek,scrape_edilmis
1729834403,letgo.com,2011,Volkswagen,GOLF,223000,Benzin,Otomatik,710000,gercek,scrape_edilmis
1729125711,letgo.com,2006,Renault,MEGANE,148000,Benzin,Manuel,410000,gercek,scrape_edilmis
1720154159,letgo.com,2017,Nissan,JUKE,94000,Benzin,Otomatik,1185000,gercek,scrape_edilmis
1730183013,letgo.com,2008,Fiat,PUNTO,295000,Dizel,Manuel,360000,gercek,scrape_edilmis
1729124006,letgo.com,1999,Renault,CLIO,295000,Benzin,Manuel,270000,gercek,scrape_edilmis
1730323392,letgo.com,2005,Hyundai,H-100,337000,Dizel,Manuel,289000,gercek,scrape_edilmis
1729623668,letgo.com,2016,Toyota,AVENSIS,120000,Benzin,Manuel,905000,gercek,scrape_edilmis
1729115658,letgo.com,2006,Alfa Romeo,159,313000,Dizel,Manuel,550000,gercek,scrape_edilmis
1730317089,letgo.com,2012,Ford,FIESTA,150000,Dizel,Manuel,590000,gercek,scrape_edilmis
1720910326,letgo.com,2013,Ford,FIESTA,127000,Benzin,Otomatik,815000,gercek,scrape_edilmis
1729114414,letgo.com,1999,Ford,TRANSIT,538000,Dizel,Manuel,190000,gercek,scrape_edilmis
1729095532,letgo.com,2009,Citroen,NEMO,369000,Dizel,Manuel,317999,gercek,scrape_edilmis
1729044747,letgo.com,1990,Ford,FORD,50000,Benzin,Manuel,95000,gercek,scrape_edilmis
1729027594,letgo.com,2014,Volkswagen,JETTA,323000,Dizel,Otomatik,700000,gercek,scrape_edilmis
1729024502,letgo.com,2008,Fiat,LINEA,280000,Benzin,Manuel,355000,gercek,scrape_edilmis
1730129383,letgo.com,2008,Fiat,ALBEA,9999999,Dizel,Manuel,260000,gercek,scrape_edilmis
1729632845,letgo.com,2016,Renault,SYMBOL,177000,Dizel,Manuel,665000,gercek,scrape_edilmis
1729019699,letgo.com,2004,Fiat,PALIO,331000,Benzin,Manuel,185000,gercek,scrape_edilmis
1702805908,letgo.com,2023,Dacia,DUSTER,13000,Benzin,Otomatik,1750000,gercek,scrape_edilmis
1729680467,letgo.com,2007,Peugeot,206+,231500,Dizel,Manuel,320000,gercek,scrape_edilmis
1729001403,letgo.com,2004,Opel,ASTRA,294000,Benzin,Manuel,450000,gercek,scrape_edilmis
1729566632,letgo.com,2013,Seat,IBIZA,132000,Benzin,Manuel,622300,gercek,scrape_edilmis
1706880497,letgo.com,2015,Skoda,RAPID,193000,Dizel,Otomatik,970000,gercek,scrape_edilmis
1728999673,letgo.com,2001,Peugeot,206+,267000,Benzin,Manuel,287000,gercek,scrape_edilmis
1729916819,letgo.com,2023,Peugeot,208,36000,Benzin,Otomatik,1500000,gercek,scrape_edilmis
1729594405,letgo.com,2007,Renault,MEGANE,395000,Dizel,Manuel,335000,gercek,scrape_edilmis
1728992362,letgo.com,2005,Hyundai,GETZ,183000,Benzin,Manuel,448500,gercek,scrape_edilmis
1711578941,letgo.com,2012,Renault,SYMBOL,128000,Benzin,Manuel,430000,gercek,scrape_edilmis
1729858505,letgo.com,1998,Rover,414,268000,Benzin,Manuel,190000,gercek,scrape_edilmis
1728980849,letgo.com,2011,Peugeot,206+,188000,Benzin,Manuel,388000,gercek,scrape_edilmis
1720764201,letgo.com,2001,Tofas,SAHIN,176000,Benzin,Manuel,200000,gercek,scrape_edilmis
1717350418,letgo.com,2016,Fiat,EGEA,60000,Benzin,Manuel,885000,gercek,scrape_edilmis
1728965648,letgo.com,1997,Tofas,DOGAN,200000,Benzin,Manuel,120000,gercek,scrape_edilmis
1714805843,letgo.com,2012,Citroen,NEMO,255000,Dizel,Manuel,400000,gercek,scrape_edilmis
1726258906,letgo.com,2000,Volkswagen,TRANSPORTER,217000,Dizel,Manuel,270000,gercek,scrape_edilmis
1728952046,letgo.com,2010,Fiat,DOBLO,392000,Dizel,Manuel,295000,gercek,scrape_edilmis
1728948896,letgo.com,2015,Opel,ASTRA,112000,Benzin,Manuel,740000,gercek,scrape_edilmis
1728945715,letgo.com,1991,Hyundai,GETZ,33000,Benzin,Manuel,145000,gercek,scrape_edilmis
1728941399,letgo.com,2000,Volkswagen,POLO,248000,Benzin,Manuel,280000,gercek,scrape_edilmis
1728913147,letgo.com,1999,Volkswagen,GOLF,273000,Benzin,Otomatik,335000,gercek,scrape_edilmis
1730342093,letgo.com,2015,Nissan,X-TRAIL,197000,Dizel,Otomatik,1350000,gercek,scrape_edilmis
1724886550,letgo.com,2024,Fiat,500,500,Elektrik,Otomatik,85000,gercek,scrape_edilmis
1728911457,letgo.com,1997,Toyota,COROLLA,305000,Benzin,Manuel,265000,gercek,scrape_edilmis
1709326129,letgo.com,2003,Citroen,BERLINGO,235000,Dizel,Manuel,185000,gercek,scrape_edilmis
1725625904,letgo.com,2012,Fiat,LINEA,230000,Dizel,Manuel,475000,gercek,scrape_edilmis
1728891326,letgo.com,2006,Volkswagen,JETTA,142000,Benzin,Manuel,500000,gercek,scrape_edilmis
1730061728,letgo.com,1999,Volkswagen,TRANSPORTER,312000,Dizel,Manuel,255000,gercek,scrape_edilmis
1700038687,letgo.com,2007,Toyota,COROLLA,225000,Benzin,Otomatik,700000,gercek,scrape_edilmis
1728885597,letgo.com,2011,Audi,A3,241000,Benzin,Otomatik,950000,gercek,scrape_edilmis
1724467357,letgo.com,2012,Hyundai,ACCENT,380000,Dizel,Otomatik,500000,gercek,scrape_edilmis
1730024537,letgo.com,2024,Volkswagen,CADDY,3000,Dizel,Otomatik,1980000,gercek,scrape_edilmis
1728877202,letgo.com,2005,Renault,CLIO,128000,Benzin,Manuel,447500,gercek,scrape_edilmis
1726248853,letgo.com,2021,Fiat,EGEA,166998,Benzin,Manuel,835000,gercek,scrape_edilmis
1729593366,letgo.com,2021,Renault,CLIO,94000,Benzin,Manuel,835000,gercek,scrape_edilmis
1728875204,letgo.com,2005,Renault,MEGANE,197000,Dizel,Manuel,490000,gercek,scrape_edilmis
1719444627,letgo.com,2015,Fiat,DOBLO,233000,Dizel,Manuel,560000,gercek,scrape_edilmis
1729809470,letgo.com,2012,Ford,FIESTA,93000,Dizel,Manuel,720000,gercek,scrape_edilmis
1728866547,letgo.com,2006,Skoda,FABIA,256000,Benzin,Manuel,275000,gercek,scrape_edilmis
1698995136,letgo.com,2004,Peugeot,206+,250000,Dizel,Manuel,290000,gercek,scrape_edilmis
1710304845,letgo.com,2010,Chevrolet,CRUZE,183000,Benzin,Manuel,600000,gercek,scrape_edilmis
1728861779,letgo.com,2004,Mitsubishi,LANCER,407000,Benzin,Otomatik,379000,gercek,scrape_edilmis
1728846314,letgo.com,2017,Volkswagen,TIGUAN,170000,Dizel,Manuel,1600000,gercek,scrape_edilmis
1728839265,letgo.com,2001,Tofas,DOGAN,250000,Benzin,Manuel,165000,gercek,scrape_edilmis
1728836080,letgo.com,2013,Fiat,LINEA,400000,Dizel,Manuel,150000,gercek,scrape_edilmis
1728805980,letgo.com,1998,Daewoo,LANOS,156000,Benzin,Otomatik,245000,gercek,scrape_edilmis
1726308542,letgo.com,1999,Daihatsu,TERIOS,217000,Benzin,Manuel,455000,gercek,scrape_edilmis
1729582859,letgo.com,1997,Ford,ESCORT,150000,Benzin,Manuel,150000,gercek,scrape_edilmis
1728805610,letgo.com,2016,Mini,COOPER,153000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
1729458546,letgo.com,2006,Opel,ASTRA,347000,Dizel,Manuel,294000,gercek,scrape_edilmis
1724758355,letgo.com,2012,Peugeot,PARTNER,258000,Dizel,Manuel,500000,gercek,scrape_edilmis
1728792918,letgo.com,1999,Renault,19,384000,Dizel,Manuel,170000,gercek,scrape_edilmis
1724324981,letgo.com,2011,Renault,FLUENCE,132000,Dizel,Manuel,850000,gercek,scrape_edilmis
1725589213,letgo.com,2011,Renault,CLIO,95000,Benzin,Manuel,570000,gercek,scrape_edilmis
1728792633,letgo.com,2012,Citroen,C4,253000,Benzin,Manuel,520000,gercek,scrape_edilmis
1730178438,letgo.com,2024,Fiat,DOBLO,95382,Dizel,Otomatik,1210000,gercek,scrape_edilmis
1728790991,letgo.com,2001,Opel,ASTRA,325000,Benzin,Manuel,375000,gercek,scrape_edilmis
1729743800,letgo.com,2015,Citroen,NEMO,198000,Dizel,Manuel,468000,gercek,scrape_edilmis
1730118383,letgo.com,2005,Volkswagen,TRANSPORTER,184700,Dizel,Manuel,830000,gercek,scrape_edilmis
1728785787,letgo.com,2004,Audi,A4,292000,Benzin,Manuel,490000,gercek,scrape_edilmis
1729803091,letgo.com,2004,Opel,MERIVA,57000,Benzin,Otomatik,540000,gercek,scrape_edilmis
1728782507,letgo.com,1997,Renault,BROADWAY,309000,Benzin,Manuel,185000,gercek,scrape_edilmis
1729626959,letgo.com,2013,Chevrolet,CAPTIVA,153000,Dizel,Otomatik,1100000,gercek,scrape_edilmis
1720032901,letgo.com,1999,Peugeot,306,208000,Benzin,Manuel,249000,gercek,scrape_edilmis
1728778763,letgo.com,2010,Hyundai,GETZ,220,Dizel,Manuel,435000,gercek,scrape_edilmis
1720699398,letgo.com,2008,Fiat,ALBEA,307000,Dizel,Manuel,270000,gercek,scrape_edilmis
1730139589,letgo.com,2013,BMW,320i,265000,Benzin,Otomatik,1430000,gercek,scrape_edilmis
1728763145,letgo.com,2011,Hyundai,i20,309500,Dizel,Manuel,395000,gercek,scrape_edilmis
1728744721,letgo.com,2006,Ford,FOCUS,286000,Dizel,Manuel,520000,gercek,scrape_edilmis
1728740005,letgo.com,2003,Opel,COMBO,315000,Dizel,Manuel,195000,gercek,scrape_edilmis
1728727833,letgo.com,1977,Renault,12,123456,Benzin,Manuel,100000,gercek,scrape_edilmis
1728714834,letgo.com,2013,Audi,A3,210000,Dizel,Otomatik,1260000,gercek,scrape_edilmis
1712353384,letgo.com,2015,Volkswagen,CARAVELLE,188000,Dizel,Manuel,1100000,gercek,scrape_edilmis
1728714531,letgo.com,2012,Nissan,QASHQAI,136500,Dizel,Manuel,865000,gercek,scrape_edilmis
1729461059,letgo.com,2022,Skoda,SCALA,41000,Benzin,Otomatik,1355000,gercek,scrape_edilmis
1730230722,letgo.com,2020,Kia,STONIC,67000,Benzin,Otomatik,1220000,gercek,scrape_edilmis
1728710406,letgo.com,2012,Hyundai,ACCENT,230000,Benzin,Otomatik,560000,gercek,scrape_edilmis
1729530411,letgo.com,2001,Fiat,PALIO,234100,Benzin,Manuel,249000,gercek,scrape_edilmis
1700034947,letgo.com,2012,Citroen,C3,265000,Dizel,Manuel,375000,gercek,scrape_edilmis
1728701256,letgo.com,1993,Tofas,SAHIN,160000,Benzin,Manuel,135000,gercek,scrape_edilmis
1721917794,letgo.com,2003,Fiat,DOBLO,296000,Dizel,Manuel,205000,gercek,scrape_edilmis
1730020149,letgo.com,2010,Fiat,DOBLO,318000,Dizel,Manuel,330000,gercek,scrape_edilmis
1728699522,letgo.com,1993,Tofas,SAHIN,100000,Benzin,Manuel,130000,gercek,scrape_edilmis
1713094671,letgo.com,2011,Hyundai,i20,138950,Dizel,Manuel,630000,gercek,scrape_edilmis
1729530844,letgo.com,2004,Peugeot,307,194000,Benzin,Manuel,460000,gercek,scrape_edilmis
1728652093,letgo.com,2009,Proton,SAVVY,190000,Benzin,Manuel,260000,gercek,scrape_edilmis
1699006143,letgo.com,2006,Volkswagen,GOLF,169000,Benzin,Otomatik,775000,gercek,scrape_edilmis
1729532941,letgo.com,1991,Nissan,ALTIMA,440000,Benzin,Manuel,95000,gercek,scrape_edilmis
1728621204,letgo.com,2017,Fiat,FIORINO,199000,Dizel,Manuel,664999,gercek,scrape_edilmis
1729633333,letgo.com,2009,Peugeot,206+,235000,Benzin,Manuel,325000,gercek,scrape_edilmis
1726118096,letgo.com,2006,Fiat,DOBLO,331000,Dizel,Manuel,250000,gercek,scrape_edilmis
1728615713,letgo.com,2006,Fiat,PALIO,284000,Dizel,Manuel,190000,gercek,scrape_edilmis
1728610297,letgo.com,1993,Fiat,TEMPRA,67000,Benzin,Manuel,135000,gercek,scrape_edilmis
1728578732,letgo.com,2009,Renault,MEGANE,232000,Benzin,Manuel,350000,gercek,scrape_edilmis
1728571891,letgo.com,2005,Renault,MEGANE,274000,Benzin,Manuel,395000,gercek,scrape_edilmis
1728564686,letgo.com,1997,Honda,CIVIC,243000,Benzin,Otomatik,289999,gercek,scrape_edilmis
1730038848,letgo.com,2023,Kia,BONGO,410000,Benzin,Otomatik,1040000,gercek,scrape_edilmis
1730256812,letgo.com,2006,Fiat,ALBEA,740000,Dizel,Manuel,180000,gercek,scrape_edilmis
1728532859,letgo.com,2012,Fiat,FIORINO,432986,Dizel,Manuel,325000,gercek,scrape_edilmis
1729621527,letgo.com,2003,Seat,CORDOBA,210000,Benzin,Manuel,320000,gercek,scrape_edilmis
1717752026,letgo.com,2013,Opel,ASTRA,297000,Benzin,Otomatik,699000,gercek,scrape_edilmis
1728521359,letgo.com,2008,Tata,MARINA,192000,Dizel,Manuel,160000,gercek,scrape_edilmis
1729595933,letgo.com,2009,Toyota,COROLLA,389000,Benzin,Manuel,560000,gercek,scrape_edilmis
1729468985,letgo.com,2011,Toyota,COROLLA,247000,Dizel,Manuel,720000,gercek,scrape_edilmis
1728512459,letgo.com,2010,Chevrolet,CRUZE,137000,Benzin,Otomatik,690000,gercek,scrape_edilmis
1729525506,letgo.com,2009,Tata,INDICA,226000,Dizel,Manuel,198000,gercek,scrape_edilmis
1729443807,letgo.com,2024,Citroen,C3AIRCROSS,10600,Benzin,Otomatik,1500000,gercek,scrape_edilmis
1728505467,letgo.com,2012,Ford,MONDEO,268000,Dizel,Otomatik,645000,gercek,scrape_edilmis
1707502938,letgo.com,2015,Seat,LEON,135000,Benzin,Otomatik,1100000,gercek,scrape_edilmis
1729425886,letgo.com,2006,Land Rover,DISCOVERY,270000,Benzin,Otomatik,1300000,gercek,scrape_edilmis
1728484614,letgo.com,1993,Tofas,SAHIN,70000,Benzin,Manuel,160000,gercek,scrape_edilmis
1718104731,letgo.com,2005,Renault,KANGOO,385000,Dizel,Manuel,1111111,gercek,scrape_edilmis
1677878817,letgo.com,2008,Fiat,DOBLO,416,Dizel,Manuel,320000,gercek,scrape_edilmis
1728446697,letgo.com,2024,Citroen,BERLINGO,30000,Dizel,Otomatik,1490000,gercek,scrape_edilmis
1718944517,letgo.com,2006,Renault,CLIO,295000,Dizel,Manuel,405000,gercek,scrape_edilmis
1729811559,letgo.com,2022,Volkswagen,TRANSPORTER,36000,Dizel,Manuel,1650000,gercek,scrape_edilmis
1728443417,letgo.com,1994,Tofas,SAHIN,72465,Benzin,Manuel,140000,gercek,scrape_edilmis
1728432213,letgo.com,2009,Peugeot,PARTNER,289500,Dizel,Manuel,248000,gercek,scrape_edilmis
1728405789,letgo.com,2004,Opel,ASTRA,180000,Benzin,Manuel,400000,gercek,scrape_edilmis
1728351468,letgo.com,2008,Ford,FOCUS,350000,Dizel,Manuel,450000,gercek,scrape_edilmis
